Participant_id,Event,False_event,False_event_num_words,EL_num_words,is_positive_gain,embedded_lie_num,embedded_lie,enriched_lie,enriched_lie_word_count_controlled
6074de03363deb52b54eccf4,Being involved in a car accident,"The accidente occured about 8 months ago, at around 8:00 pm in the pasteleira neighborhood in Portugal, while I was working as a courier. My girlfriend was sitting next to me in the car. I was driving down a street, heading towards a restaurant to collect an order, when a car in front of me suddenly stopped. The driver was startled by a van that was making as prohibited maneuver, reversing in the distance. Despite the van veing far away, the driver in front of me braked abruptly for no apparent reason. I tried to react quiclky and brake, but the road was extremely slippery due to heavy rain that had started moments before, whice caused my car to slide and collide with the back of the lady's car who had braked hard.
The impact was significant, resulting in considerable damage to my car: both headlights broke, the front bumper was severely dented, the hood was crumpled, and the fender shrank. Additionally, the impact caused a leak in my car's radiator, making it inoperable. The lady's car suffered more damage than initially appeared. the rear bumper was crushed, the trunk was misaligned, and the rear lights were destroyed. The van, however, did not suffer any visible damage.
After the collision, we called the police. The lady claimed that the accident was the fault of the man in the van, as his prohibited maneuver caused her to brake suddenly, When the police arrived, we probided our statements. The officers informed me that the insurance might blame me for the accident, given the circumstances. However, th elady and some witnesses clearly stated that the reckless behavior of the van driver was the true cause of the accident. After the police left, the lady and I went to a nearby gas station to fill out a friendly accident report. Once that was completed, I took my girlfriend home and then went to my house as well.
Reflecting, I realize that despite my efforts to aavoid the collision, the extremely slippery road conditions and the sudden stop by the driver in front were significant factores. The entire experience was stressful, from the initial shock of the collision to dealing with the police and filling out the accident report. It was clear riminder of how unpredictable driving can be and the importance of staying vigilant at all time, even when the actions of other drivers are ynexpected.
I emphasize that I should be compensated by the insurance, since I was the one who was least at fault and the most punished.",429,81,1,11,heavy rain that had started moments before,heavy rain that had started moments before,7
6074de03363deb52b54eccf4,Being involved in a car accident,"The accidente occured about 8 months ago, at around 8:00 pm in the pasteleira neighborhood in Portugal, while I was working as a courier. My girlfriend was sitting next to me in the car. I was driving down a street, heading towards a restaurant to collect an order, when a car in front of me suddenly stopped. The driver was startled by a van that was making as prohibited maneuver, reversing in the distance. Despite the van veing far away, the driver in front of me braked abruptly for no apparent reason. I tried to react quiclky and brake, but the road was extremely slippery due to heavy rain that had started moments before, whice caused my car to slide and collide with the back of the lady's car who had braked hard.
The impact was significant, resulting in considerable damage to my car: both headlights broke, the front bumper was severely dented, the hood was crumpled, and the fender shrank. Additionally, the impact caused a leak in my car's radiator, making it inoperable. The lady's car suffered more damage than initially appeared. the rear bumper was crushed, the trunk was misaligned, and the rear lights were destroyed. The van, however, did not suffer any visible damage.
After the collision, we called the police. The lady claimed that the accident was the fault of the man in the van, as his prohibited maneuver caused her to brake suddenly, When the police arrived, we probided our statements. The officers informed me that the insurance might blame me for the accident, given the circumstances. However, th elady and some witnesses clearly stated that the reckless behavior of the van driver was the true cause of the accident. After the police left, the lady and I went to a nearby gas station to fill out a friendly accident report. Once that was completed, I took my girlfriend home and then went to my house as well.
Reflecting, I realize that despite my efforts to aavoid the collision, the extremely slippery road conditions and the sudden stop by the driver in front were significant factores. The entire experience was stressful, from the initial shock of the collision to dealing with the police and filling out the accident report. It was clear riminder of how unpredictable driving can be and the importance of staying vigilant at all time, even when the actions of other drivers are ynexpected.
I emphasize that I should be compensated by the insurance, since I was the one who was least at fault and the most punished.",429,81,1,12,reckless behavior of the van driver,reckless behavior of the van driver,6
6074de03363deb52b54eccf4,Being involved in a car accident,"The accidente occured about 8 months ago, at around 8:00 pm in the pasteleira neighborhood in Portugal, while I was working as a courier. My girlfriend was sitting next to me in the car. I was driving down a street, heading towards a restaurant to collect an order, when a car in front of me suddenly stopped. The driver was startled by a van that was making as prohibited maneuver, reversing in the distance. Despite the van veing far away, the driver in front of me braked abruptly for no apparent reason. I tried to react quiclky and brake, but the road was extremely slippery due to heavy rain that had started moments before, whice caused my car to slide and collide with the back of the lady's car who had braked hard.
The impact was significant, resulting in considerable damage to my car: both headlights broke, the front bumper was severely dented, the hood was crumpled, and the fender shrank. Additionally, the impact caused a leak in my car's radiator, making it inoperable. The lady's car suffered more damage than initially appeared. the rear bumper was crushed, the trunk was misaligned, and the rear lights were destroyed. The van, however, did not suffer any visible damage.
After the collision, we called the police. The lady claimed that the accident was the fault of the man in the van, as his prohibited maneuver caused her to brake suddenly, When the police arrived, we probided our statements. The officers informed me that the insurance might blame me for the accident, given the circumstances. However, th elady and some witnesses clearly stated that the reckless behavior of the van driver was the true cause of the accident. After the police left, the lady and I went to a nearby gas station to fill out a friendly accident report. Once that was completed, I took my girlfriend home and then went to my house as well.
Reflecting, I realize that despite my efforts to aavoid the collision, the extremely slippery road conditions and the sudden stop by the driver in front were significant factores. The entire experience was stressful, from the initial shock of the collision to dealing with the police and filling out the accident report. It was clear riminder of how unpredictable driving can be and the importance of staying vigilant at all time, even when the actions of other drivers are ynexpected.
I emphasize that I should be compensated by the insurance, since I was the one who was least at fault and the most punished.",429,81,1,13,witnesses clearly stated,"the accident, given the circumstances. However, th elady and some witnesses clearly stated that the reckless behavior of the van driver was the",23
6074de03363deb52b54eccf4,Being involved in a car accident,"The accidente occured about 8 months ago, at around 8:00 pm in the pasteleira neighborhood in Portugal, while I was working as a courier. My girlfriend was sitting next to me in the car. I was driving down a street, heading towards a restaurant to collect an order, when a car in front of me suddenly stopped. The driver was startled by a van that was making as prohibited maneuver, reversing in the distance. Despite the van veing far away, the driver in front of me braked abruptly for no apparent reason. I tried to react quiclky and brake, but the road was extremely slippery due to heavy rain that had started moments before, whice caused my car to slide and collide with the back of the lady's car who had braked hard.
The impact was significant, resulting in considerable damage to my car: both headlights broke, the front bumper was severely dented, the hood was crumpled, and the fender shrank. Additionally, the impact caused a leak in my car's radiator, making it inoperable. The lady's car suffered more damage than initially appeared. the rear bumper was crushed, the trunk was misaligned, and the rear lights were destroyed. The van, however, did not suffer any visible damage.
After the collision, we called the police. The lady claimed that the accident was the fault of the man in the van, as his prohibited maneuver caused her to brake suddenly, When the police arrived, we probided our statements. The officers informed me that the insurance might blame me for the accident, given the circumstances. However, th elady and some witnesses clearly stated that the reckless behavior of the van driver was the true cause of the accident. After the police left, the lady and I went to a nearby gas station to fill out a friendly accident report. Once that was completed, I took my girlfriend home and then went to my house as well.
Reflecting, I realize that despite my efforts to aavoid the collision, the extremely slippery road conditions and the sudden stop by the driver in front were significant factores. The entire experience was stressful, from the initial shock of the collision to dealing with the police and filling out the accident report. It was clear riminder of how unpredictable driving can be and the importance of staying vigilant at all time, even when the actions of other drivers are ynexpected.
I emphasize that I should be compensated by the insurance, since I was the one who was least at fault and the most punished.",429,81,1,14,the true cause of the accident,the true cause of the accident,6
6074de03363deb52b54eccf4,Being involved in a car accident,"The accidente occured about 8 months ago, at around 8:00 pm in the pasteleira neighborhood in Portugal, while I was working as a courier. My girlfriend was sitting next to me in the car. I was driving down a street, heading towards a restaurant to collect an order, when a car in front of me suddenly stopped. The driver was startled by a van that was making as prohibited maneuver, reversing in the distance. Despite the van veing far away, the driver in front of me braked abruptly for no apparent reason. I tried to react quiclky and brake, but the road was extremely slippery due to heavy rain that had started moments before, whice caused my car to slide and collide with the back of the lady's car who had braked hard.
The impact was significant, resulting in considerable damage to my car: both headlights broke, the front bumper was severely dented, the hood was crumpled, and the fender shrank. Additionally, the impact caused a leak in my car's radiator, making it inoperable. The lady's car suffered more damage than initially appeared. the rear bumper was crushed, the trunk was misaligned, and the rear lights were destroyed. The van, however, did not suffer any visible damage.
After the collision, we called the police. The lady claimed that the accident was the fault of the man in the van, as his prohibited maneuver caused her to brake suddenly, When the police arrived, we probided our statements. The officers informed me that the insurance might blame me for the accident, given the circumstances. However, th elady and some witnesses clearly stated that the reckless behavior of the van driver was the true cause of the accident. After the police left, the lady and I went to a nearby gas station to fill out a friendly accident report. Once that was completed, I took my girlfriend home and then went to my house as well.
Reflecting, I realize that despite my efforts to aavoid the collision, the extremely slippery road conditions and the sudden stop by the driver in front were significant factores. The entire experience was stressful, from the initial shock of the collision to dealing with the police and filling out the accident report. It was clear riminder of how unpredictable driving can be and the importance of staying vigilant at all time, even when the actions of other drivers are ynexpected.
I emphasize that I should be compensated by the insurance, since I was the one who was least at fault and the most punished.",429,81,1,15,I was the one who was least at fault and the most punished,I was the one who was least at fault and the most punished,13
607717eaae6e81fa5a889d7f,Being hospitalised and undergoing surgery,"I woke Sunday morning with really bad pains on my lower abdomen, I couldn't understand what was happening with me. I decided to call the ambulance and it quickly came and took me to the hospital, we arrived and I was quickly taken to the ER and a doctor came to check me and I was told one of my fibroids had bursted and that was the reason behind me being in pain. I quickly booked for surgery that day but the surgery was performed the following day because I had eaten that day. Monday came came and I was operated in the morning and everything went well and the recovery was not that bad, it took me around 4 weeks to fully recover.",125,17,0,1,decided to call the ambulance and it quickly came and,decided to call the ambulance and it quickly came and,10
607717eaae6e81fa5a889d7f,Being hospitalised and undergoing surgery,"I woke Sunday morning with really bad pains on my lower abdomen, I couldn't understand what was happening with me. I decided to call the ambulance and it quickly came and took me to the hospital, we arrived and I was quickly taken to the ER and a doctor came to check me and I was told one of my fibroids had bursted and that was the reason behind me being in pain. I quickly booked for surgery that day but the surgery was performed the following day because I had eaten that day. Monday came came and I was operated in the morning and everything went well and the recovery was not that bad, it took me around 4 weeks to fully recover.",125,17,0,2,one of my fibroids had bursted an,one of my fibroids had bursted an,7
60831c920e351f0bea16f0c1,Being involved in a car accident,"It happened a month ago. Me and my best friend were on a trip, I was driving the car. We took a known route, we had been there many times before. It was a safe driveway. At some point we were talking and I look at my friend and suddenly I lost control of the vehicle. We crashed into another car. The passage of the other car was deeply injured and we needed to call the ambulance. And both cars needed to be repaired.",84,63,1,1,It happened a month ago.,It happened a month ago.,5
60831c920e351f0bea16f0c1,Being involved in a car accident,"It happened a month ago. Me and my best friend were on a trip, I was driving the car. We took a known route, we had been there many times before. It was a safe driveway. At some point we were talking and I look at my friend and suddenly I lost control of the vehicle. We crashed into another car. The passage of the other car was deeply injured and we needed to call the ambulance. And both cars needed to be repaired.",84,63,1,2,I was driving the car.,I was driving the car.,5
60831c920e351f0bea16f0c1,Being involved in a car accident,"It happened a month ago. Me and my best friend were on a trip, I was driving the car. We took a known route, we had been there many times before. It was a safe driveway. At some point we were talking and I look at my friend and suddenly I lost control of the vehicle. We crashed into another car. The passage of the other car was deeply injured and we needed to call the ambulance. And both cars needed to be repaired.",84,63,1,3,"We took a known route, we had been there many times before","We took a known route, we had been there many times before",12
60831c920e351f0bea16f0c1,Being involved in a car accident,"It happened a month ago. Me and my best friend were on a trip, I was driving the car. We took a known route, we had been there many times before. It was a safe driveway. At some point we were talking and I look at my friend and suddenly I lost control of the vehicle. We crashed into another car. The passage of the other car was deeply injured and we needed to call the ambulance. And both cars needed to be repaired.",84,63,1,4,It was a safe driveway,It was a safe driveway,5
60831c920e351f0bea16f0c1,Being involved in a car accident,"It happened a month ago. Me and my best friend were on a trip, I was driving the car. We took a known route, we had been there many times before. It was a safe driveway. At some point we were talking and I look at my friend and suddenly I lost control of the vehicle. We crashed into another car. The passage of the other car was deeply injured and we needed to call the ambulance. And both cars needed to be repaired.",84,63,1,5,I look at my friend and suddenly I lost control of the vehicle.,I look at my friend and suddenly I lost control of the vehicle.,13
60831c920e351f0bea16f0c1,Being involved in a car accident,"It happened a month ago. Me and my best friend were on a trip, I was driving the car. We took a known route, we had been there many times before. It was a safe driveway. At some point we were talking and I look at my friend and suddenly I lost control of the vehicle. We crashed into another car. The passage of the other car was deeply injured and we needed to call the ambulance. And both cars needed to be repaired.",84,63,1,6,The passage of the other car was deeply injured and we needed to call the ambulance.,The passage of the other car was deeply injured and we needed to call the ambulance.,16
60831c920e351f0bea16f0c1,Being involved in a car accident,"It happened a month ago. Me and my best friend were on a trip, I was driving the car. We took a known route, we had been there many times before. It was a safe driveway. At some point we were talking and I look at my friend and suddenly I lost control of the vehicle. We crashed into another car. The passage of the other car was deeply injured and we needed to call the ambulance. And both cars needed to be repaired.",84,63,1,7,And both cars needed to be repaired.,And both cars needed to be repaired.,7
60895dd42aa4dab10a53566c,Being involved in a car accident,"My son had an accident a month or so ago. He's not a confident driver so I was traveling with him, in the passenger seat.  We dropped my daughter at college and as we were reversing out the parking bay the car directly behind him did exactly the same.  And being driven by an older woman, she reversed at speed.  Being a SUV it did a lot of damage to my son's little Suzuki. The rear of the Suzuki was crumpled in and the case of Singleton whisky in the boot was destroyed.  Only 2 bottles survived. Anyway, I was able to show my son how to gather details at an accident scene, make a police report and make an insurance claim for the damage to the car and the contents of the boot.  That weekend we all celebrated Grandpa's birthday with his friends and the replacement Singleton.  The car took a little longer to get replacement parts for.",162,35,1,1,and the case of Singleton whisky in the boot was destroyed,and the case of Singleton whisky in the boot was destroyed,11
60895dd42aa4dab10a53566c,Being involved in a car accident,"My son had an accident a month or so ago. He's not a confident driver so I was traveling with him, in the passenger seat.  We dropped my daughter at college and as we were reversing out the parking bay the car directly behind him did exactly the same.  And being driven by an older woman, she reversed at speed.  Being a SUV it did a lot of damage to my son's little Suzuki. The rear of the Suzuki was crumpled in and the case of Singleton whisky in the boot was destroyed.  Only 2 bottles survived. Anyway, I was able to show my son how to gather details at an accident scene, make a police report and make an insurance claim for the damage to the car and the contents of the boot.  That weekend we all celebrated Grandpa's birthday with his friends and the replacement Singleton.  The car took a little longer to get replacement parts for.",162,35,1,2,Only 2 bottles survived.,"the case of Singleton whisky in the boot was destroyed. Only 2 bottles survived. Anyway, I was able to show my son how to",24
60895dd42aa4dab10a53566c,Being involved in a car accident,"My son had an accident a month or so ago. He's not a confident driver so I was traveling with him, in the passenger seat.  We dropped my daughter at college and as we were reversing out the parking bay the car directly behind him did exactly the same.  And being driven by an older woman, she reversed at speed.  Being a SUV it did a lot of damage to my son's little Suzuki. The rear of the Suzuki was crumpled in and the case of Singleton whisky in the boot was destroyed.  Only 2 bottles survived. Anyway, I was able to show my son how to gather details at an accident scene, make a police report and make an insurance claim for the damage to the car and the contents of the boot.  That weekend we all celebrated Grandpa's birthday with his friends and the replacement Singleton.  The car took a little longer to get replacement parts for.",162,35,1,3,and the contents of the boot.,and the contents of the boot.,6
60895dd42aa4dab10a53566c,Being involved in a car accident,"My son had an accident a month or so ago. He's not a confident driver so I was traveling with him, in the passenger seat.  We dropped my daughter at college and as we were reversing out the parking bay the car directly behind him did exactly the same.  And being driven by an older woman, she reversed at speed.  Being a SUV it did a lot of damage to my son's little Suzuki. The rear of the Suzuki was crumpled in and the case of Singleton whisky in the boot was destroyed.  Only 2 bottles survived. Anyway, I was able to show my son how to gather details at an accident scene, make a police report and make an insurance claim for the damage to the car and the contents of the boot.  That weekend we all celebrated Grandpa's birthday with his friends and the replacement Singleton.  The car took a little longer to get replacement parts for.",162,35,1,4,That weekend we all celebrated Grandpa's birthday with his friends and the replacement Singleton.,That weekend we all celebrated Grandpa's birthday with his friends and the replacement Singleton.,14
608c11f91f51a4297ce3b213,Getting fired,"Almost 24 months ago I was working as a developer for a financial company, working on multiple projects with different technologies. I motivated and enjoying what I was doing, I've been delivering my assigned tasks on time and with the expected quality. 
On this day my manager called me to a meeting to discuss, that was supposed to be to discuss how we would be going forward and how those projects would evolve, but instead of that I was made aware that my position was going to be terminated soon and so they would not need me and that I should look for a job anywhere else, I was shocked and surprised by that decision.",116,60,0,1,"I motivated and enjoying what I was doing, I've been delivering my assigned tasks on time and with the expected quality","I motivated and enjoying what I was doing, I've been delivering my assigned tasks on time and with the expected quality",21
608c11f91f51a4297ce3b213,Getting fired,"Almost 24 months ago I was working as a developer for a financial company, working on multiple projects with different technologies. I motivated and enjoying what I was doing, I've been delivering my assigned tasks on time and with the expected quality. 
On this day my manager called me to a meeting to discuss, that was supposed to be to discuss how we would be going forward and how those projects would evolve, but instead of that I was made aware that my position was going to be terminated soon and so they would not need me and that I should look for a job anywhere else, I was shocked and surprised by that decision.",116,60,0,2,"On this day my manager called me to a meeting to discuss, that was supposed to be to discuss how we would be going forward and how those projects would evolve","On this day my manager called me to a meeting to discuss, that was supposed to be to discuss how we would be going forward and how those projects would",30
608c11f91f51a4297ce3b213,Getting fired,"Almost 24 months ago I was working as a developer for a financial company, working on multiple projects with different technologies. I motivated and enjoying what I was doing, I've been delivering my assigned tasks on time and with the expected quality. 
On this day my manager called me to a meeting to discuss, that was supposed to be to discuss how we would be going forward and how those projects would evolve, but instead of that I was made aware that my position was going to be terminated soon and so they would not need me and that I should look for a job anywhere else, I was shocked and surprised by that decision.",116,60,0,3,I was shocked and surprised by that decision.,I was shocked and surprised by that decision.,8
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,1,I sip on my roibos tea,I sip on my roibos tea,6
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,2,We all hid under the desk,We all hid under the desk,6
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,4,After few minutes of hiding under the table,After few minutes of hiding under the table,8
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,5,We were all shocked,"let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load",24
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,6,We all stood in disbelief,We all stood in disbelief,5
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,7,the panel insisted we carry on with the interview,the panel insisted we carry on with the interview,9
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,9,", I arrived at the office park an hour before",", I arrived at the office park an hour before",10
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,10,I went there early because I didn’t want to get lost,I went there early because I didn’t want to get lost,11
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,11,is situate at the CBD.,is situate at the CBD.,5
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,12,They let me wait in the conference room,They let me wait in the conference room,8
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,13,was a great dialogue,was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under,24
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,14,the door opens and it was the receptionist asking if she could let in the other candidate since the time is up,the door opens and it was the receptionist asking if she could let in the other candidate since the time is up,22
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,16,At this moment I’m only thinking of what could have happened,At this moment I’m only thinking of what could have happened,11
608d125d5dd0fc28308f1241,A job interview for your dream job,"I woke up in the morning with sense of excitement. I have been waiting for this day, I arrived at the office park an hour before my interview. I went there early because I didn’t want to get lost since it is situate at the CBD.

They let me wait in the conference room while I sip on my roibos tea. I could imagine working there already. They called me in and I was introduced to the panel. 
The interview began and it was going smooth I gave in all the information it was a great dialogue until we heard a load bang. We all hid under the desk not knowing what had occurred in my mind I was thinking it could be a bomb.
Everyone went quite under the table. After few minutes of hiding under the table the door opens and it was the receptionist asking if she could let in the other candidate since the time is up. We were all shocked because, she did not look like she heard the load bang. We all stood in disbelief, the panel insisted we carry on with the interview.

At this moment I’m only thinking of what could have happened and why is it only us who had that terrifying bang.

",214,165,1,17,she did not look like she heard the load bang.,she did not look like she heard the load bang.,10
